id,question
416,Calculate the Rayleigh quotient $\frac{x^TAx}{x^Tx}$ where $A = \begin{pmatrix} 4 & 1 \\ 1 & 3 \end{pmatrix}$ and $x = \begin{pmatrix} 2 \\ 1 \end{pmatrix}$.
417, Find the solution to the algebraic Riccati equation $X + XAX = Q$ where $A = \begin{pmatrix} 2 & 0 \\ 0 & 3 \end{pmatrix}$ and $Q = \begin{pmatrix} 4 & 0 \\ 0 & 9 \end{pmatrix}$.
418,Compute the companion matrix for polynomial $p(x) = x^4 + 3x^3 + 2x^2 + x + 5$.
419,Find the solution using QMR method setup for $\begin{pmatrix} 4 & 1 \\ 1 & 3 \end{pmatrix}x = \begin{pmatrix} 5 \\ 4 \end{pmatrix}$.
420,Calculate the group inverse of $BB = \begin{pmatrix} 2 & 2 & 2 \\ 2 & 2 & 2 \\ 2 & 2 & 2 \end{pmatrix}$.
421,Find eigenvalues of the Hankel matrix $CC = \begin{pmatrix} 2 & 3 & 4 & 5 \\ 3 & 4 & 5 & 6 \\ 4 & 5 & 6 & 7 \\ 5 & 6 & 7 & 8 \end{pmatrix}$.
422,"Compute the weighted least squares solution to $Ax = b$ with weight matrix $W$ where $A = \begin{pmatrix} 1 & 2 \\ 2 & 1 \\ 1 & 3 \end{pmatrix}$, $b = \begin{pmatrix} 3 \\ 4 \\ 5 \end{pmatrix}$, $W = \begin{pmatrix} 1 & 0 & 0 \\ 0 & 2 & 0 \\ 0 & 0 & 3 \end{pmatrix}$."
423,Find the solution to the generalized Sylvester equation $AXB + CXD = E$ where matrices are $2 \times 2$.
424,Calculate the numerical rank of $DD = \begin{pmatrix} 2 & 4 & 6 \\ 1 & 2 & 3.0001 \\ 3 & 6 & 9 \end{pmatrix}$ with tolerance $10^{-2}$.
425, Find the solution using MINRES method setup for $\begin{pmatrix} 3 & 1 \\ 1 & 2 \end{pmatrix}x = \begin{pmatrix} 4 \\ 3 \end{pmatrix}$.
426,"Compute matrix norms $\|EE\|_1, \|EE\|_2, \|EE\|_\infty$ for $EE = \begin{pmatrix} 2 & -1 \\ 3 & 4 \end{pmatrix}$."
427,Find the Cholesky factorization with pivoting for $FF = \begin{pmatrix} 2 & 1 & 3 \\ 1 & 5 & 2 \\ 3 & 2 & 10 \end{pmatrix}$.
428,Calculate the condition number for matrix inversion of $GG = \begin{pmatrix} 2 & 2 \\ 2 & 2+\epsilon \end{pmatrix}$ where $\epsilon = 10^{-4}$.
429, Find the solution to tensor equation $\mathcal{A} \times_1 X = \mathcal{B}$ for $3 \times 2 \times 2$ tensor.
430,Compute the GSVD of $A = \begin{pmatrix} 1 & 3 \\ 2 & 1 \end{pmatrix}$ and $B = \begin{pmatrix} 2 & 1 \\ 1 & 3 \end{pmatrix}$.
431, Find the solution using LSQR method setup for $\min\|Ax - b\|$ where $A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \\ 3 & 1 \end{pmatrix}$ and $b = \begin{pmatrix} 4 \\ 5 \\ 7 \end{pmatrix}$.
432,Calculate the matrix cosine of $HH = \begin{pmatrix} 0 & \pi \\ -\pi & 0 \end{pmatrix}$.
433,"Find the Pad� approximation of order $(2,1)$ to $e^{II}$ where $II = \begin{pmatrix} 0.2 & 0 \\ 0 & 0.3 \end{pmatrix}$."
434,Compute the Bauer-Fike bound for $JJ = \begin{pmatrix} 3 & 2 \\ 0 & 4 \end{pmatrix}$ with perturbation $\Delta A = \begin{pmatrix} 0.05 & 0 \\ 0 & 0.05 \end{pmatrix}$.
435,Find the solution to the algebraic Riccati equation $A^TX + XA - XBR^{-1}B^TX + Q = 0$ for $2 \times 2$ matrices.
436,Calculate the structured condition number for Vandermonde matrix $V = \begin{pmatrix} 1 & 1 \\ 3 & 9 \end{pmatrix}$.
437,Find the solution using IDR(s) method with $s=1$ setup for $\begin{pmatrix} 4 & 1 \\ 1 & 3 \end{pmatrix}x = \begin{pmatrix} 5 \\ 4 \end{pmatrix}$.
438,Compute the logarithmic norm of $KK = \begin{pmatrix} -2 & 3 \\ 1 & -4 \end{pmatrix}$.
439,Find the solution to discrete Lyapunov equation $X - AXA^T = Q$ where $A = \begin{pmatrix} 0.6 & 0.2 \\ 0 & 0.7 \end{pmatrix}$ and $Q = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$.
440,Calculate field of values boundary for $LL = \begin{pmatrix} 2 & i \\ -i & 3 \end{pmatrix}$.
441,Find the solution using FGMRES setup for $\begin{pmatrix} 5 & 1 \\ 1 & 4 \end{pmatrix}x = \begin{pmatrix} 6 \\ 5 \end{pmatrix}$.
442,Compute the Drazin inverse of $MM = \begin{pmatrix} 2 & 2 & 2 \\ 0 & 0 & 2 \\ 0 & 0 & 0 \end{pmatrix}$.
443,"Find eigenvalues of matrix pencil $(A, B)$ where $A = \begin{pmatrix} 2 & 3 \\ 1 & 4 \end{pmatrix}$ and $B = \begin{pmatrix} 1 & 1 \\ 0 & 2 \end{pmatrix}$."
444, Calculate pseudospectrum $\sigma_\epsilon(A)$ for $\epsilon = 0.2$ where $A = \begin{pmatrix} 1 & 1 \\ 0 & 1 \end{pmatrix}$.
445,Find the solution using restarted GMRES(2) for $\begin{pmatrix} 4 & 1 \\ 1 & 3 \end{pmatrix}x = \begin{pmatrix} 5 \\ 4 \end{pmatrix}$.
446,Compute matrix cube root $A^{1/3}$ for $A = \begin{pmatrix} 8 & 0 \\ 0 & 27 \end{pmatrix}$.
447,Find the solution to coupled Sylvester equations $AX + YB = C$ and $DX + YE = F$.
448, Calculate stability radius of $A = \begin{pmatrix} -3 & 2 \\ 0 & -1 \end{pmatrix}$.
449,Find eigenvalue approximation using Arnoldi method for $\begin{pmatrix} 4 & 1 & 0 \\ 1 & 4 & 1 \\ 0 & 1 & 4 \end{pmatrix}$.
450,Compute matrix unwinding number for $\log(A)$ where $A = \begin{pmatrix} -2 & 0 \\ 0 & -3 \end{pmatrix}$.
451,Find the LU decomposition of the matrix $A = \begin{pmatrix} 2 & 4 & -2 \\ 4 & 9 & -3 \\ -2 & -3 & 7 \end{pmatrix}$.
452,Solve the system $Ax = b$ where $A = \begin{pmatrix} 3 & 1 & -1 \\ 1 & 4 & 1 \\ 2 & -1 & 5 \end{pmatrix}$ and $b = \begin{pmatrix} 2 \\ 12 \\ 10 \end{pmatrix}$ using Gaussian elimination.
453,Find the eigenvalues of $A = \begin{pmatrix} 5 & -2 \\ 3 & -1 \end{pmatrix}$.
454,Compute the QR decomposition of $A = \begin{pmatrix} 1 & 1 \\ 1 & 0 \\ 0 & 1 \end{pmatrix}$ using Gram-Schmidt process.
455,Find the condition number of $A = \begin{pmatrix} 10 & 7 & 8 & 7 \\ 7 & 5 & 6 & 5 \\ 8 & 6 & 10 & 9 \\ 7 & 5 & 9 & 10 \end{pmatrix}$ in the 2-norm.
456,Use the power method to find the dominant eigenvalue of $A = \begin{pmatrix} 4 & 1 \\ 2 & 3 \end{pmatrix}$ starting with $x_0 = \begin{pmatrix} 1 \\ 1 \end{pmatrix}$.
457,Solve the least squares problem $\min_x \|Ax - b\|_2^2$ where $A = \begin{pmatrix} 1 & 1 \\ 1 & 2 \\ 1 & 3 \end{pmatrix}$ and $b = \begin{pmatrix} 6 \\ 8 \\ 10 \end{pmatrix}$.
458,Find the singular value decomposition (SVD) of $A = \begin{pmatrix} 3 & 2 & 2 \\ 2 & 3 & -2 \end{pmatrix}$.
459,Use Jacobi iteration to solve $\begin{pmatrix} 10 & -1 & 2 \\ -1 & 11 & -1 \\ 2 & -1 & 10 \end{pmatrix} \begin{pmatrix} x_1 \\ x_2 \\ x_3 \end{pmatrix} = \begin{pmatrix} 6 \\ 25 \\ -11 \end{pmatrix}$ with initial guess $x^{(0)} = \begin{pmatrix} 0 \\ 0 \\ 0 \end{pmatrix}$.
460,Find the Cholesky decomposition of $A = \begin{pmatrix} 4 & 2 & 1 \\ 2 & 3 & 0.5 \\ 1 & 0.5 & 1 \end{pmatrix}$.
461,Compute the matrix exponential $e^{At}$ where $A = \begin{pmatrix} 0 & 1 \\ -2 & -3 \end{pmatrix}$ and $t = 1$.
462,Use Gauss-Seidel iteration to solve the system from problem 9.
463,Find the pseudoinverse of $A = \begin{pmatrix} 1 & 2 \\ 3 & 6 \\ 2 & 4 \end{pmatrix}$.
464,Solve the eigenvalue problem $Ax = \lambda Bx$ where $A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix}$ and $B = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$.
465,Use the conjugate gradient method to solve $Ax = b$ where $A = \begin{pmatrix} 4 & 1 \\ 1 & 3 \end{pmatrix}$ and $b = \begin{pmatrix} 1 \\ 2 \end{pmatrix}$.
466,Find the matrix square root of $A = \begin{pmatrix} 5 & 2 \\ 2 & 2 \end{pmatrix}$.
467,Use the bisection method to find the largest eigenvalue of $A = \begin{pmatrix} 3 & 1 \\ 1 & 2 \end{pmatrix}$ to within $10^{-3}$.
468,Compute the Frobenius norm and spectral norm of $A = \begin{pmatrix} 1 & 2 & 3 \\ 4 & 5 & 6 \end{pmatrix}$.
469,Solve the Lyapunov equation $AX + XA^T = -Q$ where $A = \begin{pmatrix} -1 & 1 \\ 0 & -2 \end{pmatrix}$ and $Q = \begin{pmatrix} 2 & 0 \\ 0 & 2 \end{pmatrix}$.
470,Find the Jordan canonical form of $A = \begin{pmatrix} 2 & 1 & 0 \\ 0 & 2 & 1 \\ 0 & 0 & 2 \end{pmatrix}$.
471,"Use the Arnoldi iteration to find an orthonormal basis for the Krylov subspace $\mathcal{K}_3(A, v)$ where $A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix}$ and $v = \begin{pmatrix} 1 \\ 0 \end{pmatrix}$."
472,Find the polar decomposition $A = UP$ of $A = \begin{pmatrix} 3 & 1 \\ 0 & 2 \end{pmatrix}$.
473,Solve the discrete Lyapunov equation $AXA^T - X = -Q$ where $A = \begin{pmatrix} 0.5 & 0.2 \\ 0 & 0.8 \end{pmatrix}$ and $Q = I$.
474,Find the generalized inverse of $A = \begin{pmatrix} 1 & 2 & 1 \\ 2 & 4 & 2 \\ 1 & 2 & 1 \end{pmatrix}$.
475,Use the QR algorithm to find eigenvalues of $A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix}$.
476,Find the condition number of the Hilbert matrix $H_3 = \begin{pmatrix} 1 & \frac{1}{2} & \frac{1}{3} \\ \frac{1}{2} & \frac{1}{3} & \frac{1}{4} \\ \frac{1}{3} & \frac{1}{4} & \frac{1}{5} \end{pmatrix}$.
477,"Solve the matrix equation $AX + XB = C$ where $A = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$, $B = \begin{pmatrix} 3 & 0 \\ 0 & 4 \end{pmatrix}$, $C = \begin{pmatrix} 4 & 5 \\ 6 & 7 \end{pmatrix}$."
478,Find the eigenvalues of the tridiagonal matrix $T = \begin{pmatrix} 2 & -1 & 0 \\ -1 & 2 & -1 \\ 0 & -1 & 2 \end{pmatrix}$.
479,Use the inverse power method to find the smallest eigenvalue of $A = \begin{pmatrix} 4 & 1 \\ 1 & 3 \end{pmatrix}$ starting with $x_0 = \begin{pmatrix} 1 \\ 1 \end{pmatrix}$.
480,Find the matrix logarithm of $A = \begin{pmatrix} e & 0 \\ 0 & e^2 \end{pmatrix}$.
481,Solve the generalized eigenvalue problem $Ax = \lambda Mx$ where $A = \begin{pmatrix} 6 & 2 \\ 2 & 3 \end{pmatrix}$ and $M = \begin{pmatrix} 2 & 1 \\ 1 & 1 \end{pmatrix}$.
482,Find the rank of $A = \begin{pmatrix} 1 & 2 & 3 & 4 \\ 2 & 4 & 6 & 8 \\ 3 & 6 & 9 & 12 \\ 1 & 2 & 4 & 5 \end{pmatrix}$ using row reduction.
483,Use the Lanczos algorithm to find the largest eigenvalue of $A = \begin{pmatrix} 4 & 1 & 0 \\ 1 & 4 & 1 \\ 0 & 1 & 4 \end{pmatrix}$ starting with $q_1 = \begin{pmatrix} 1 \\ 0 \\ 0 \end{pmatrix}$.
484,Find the null space of $A = \begin{pmatrix} 1 & 2 & -1 & 3 \\ 2 & 4 & -2 & 6 \\ -1 & -2 & 1 & -3 \end{pmatrix}$.
485,Compute the matrix exponential $e^A$ where $A = \begin{pmatrix} 0 & \pi \\ -\pi & 0 \end{pmatrix}$.
486,Solve the linear system $Ax = b$ using Cramer's rule where $A = \begin{pmatrix} 2 & 1 & 3 \\ 1 & 0 & 1 \\ 1 & 1 & 1 \end{pmatrix}$ and $b = \begin{pmatrix} 1 \\ 2 \\ 3 \end{pmatrix}$.
487,Find the eigenvalues and eigenvectors of the symmetric matrix $A = \begin{pmatrix} 3 & 1 & 1 \\ 1 & 3 & 1 \\ 1 & 1 & 3 \end{pmatrix}$.
488,"Use the method of undetermined coefficients to solve $\frac{d^2x}{dt^2} + 4x = \cos(2t)$ with $x(0) = 0$, $x'(0) = 1$."
489,Find the determinant of the $4 \times 4$ matrix $A = \begin{pmatrix} 1 & 2 & 3 & 4 \\ 0 & 1 & 2 & 3 \\ 0 & 0 & 1 & 2 \\ 0 & 0 & 0 & 1 \end{pmatrix}$.
490,Solve the matrix differential equation $\frac{dX}{dt} = AX$ where $A = \begin{pmatrix} 1 & 2 \\ 0 & 3 \end{pmatrix}$ and $X(0) = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix}$.
491,Find the least squares solution to the overdetermined system $\begin{pmatrix} 1 & 1 \\ 1 & 2 \\ 1 & 3 \\ 1 & 4 \end{pmatrix} \begin{pmatrix} x_1 \\ x_2 \end{pmatrix} = \begin{pmatrix} 1 \\ 3 \\ 4 \\ 6 \end{pmatrix}$.
492,Use the Householder transformation to find the QR decomposition of $A = \begin{pmatrix} 1 & 1 \\ 1 & 0 \\ 0 & 1 \end{pmatrix}$.
493,Find the spectral radius of $A = \begin{pmatrix} 0.5 & 0.3 \\ 0.2 & 0.4 \end{pmatrix}$.
494,"Solve the Riccati equation $X^2 + AX + XB + C = 0$ where $A = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$, $B = \begin{pmatrix} 3 & 0 \\ 0 & 4 \end{pmatrix}$, $C = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix}$."
495,Find the matrix $P$ such that $P^{-1}AP$ is in Jordan canonical form for $A = \begin{pmatrix} 5 & 1 & 0 \\ 0 & 5 & 1 \\ 0 & 0 & 5 \end{pmatrix}$.
496,Use the secant method to find a root of $f(x) = x^3 - 2x - 5$ starting with $x_0 = 2$ and $x_1 = 2.1$.
497,Find the condition number of $A = \begin{pmatrix} 1 & 1 \\ 1 & 1.001 \end{pmatrix}$ in the infinity norm.
498,"Solve the linear programming problem: minimize $c^T x$ subject to $Ax = b$, $x \geq 0$ where $c = \begin{pmatrix} 1 \\ 2 \end{pmatrix}$, $A = \begin{pmatrix} 1 & 1 \end{pmatrix}$, $b = 3$."
499,Find the eigenvalues of the companion matrix $C = \begin{pmatrix} 0 & 0 & -6 \\ 1 & 0 & -11 \\ 0 & 1 & -6 \end{pmatrix}$.
500,"Use the method of Lagrange multipliers to minimize $f(x,y) = x^2 + y^2$ subject to $g(x,y) = x + y - 1 = 0$."
501,Find the Moore-Penrose pseudoinverse of $A = \begin{pmatrix} 1 & 0 \\ 0 & 1 \\ 1 & 1 \end{pmatrix}$.
502,Solve the discrete-time Lyapunov equation $X - AXA^T = Q$ where $A = \begin{pmatrix} 0.5 & 0.1 \\ 0 & 0.8 \end{pmatrix}$ and $Q = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix}$.
503,Find the eigenvalues of the circulant matrix $C = \begin{pmatrix} 1 & 2 & 3 \\ 3 & 1 & 2 \\ 2 & 3 & 1 \end{pmatrix}$.
504,"Use Newton's method to solve the nonlinear system $\begin{cases} x^2 + y^2 = 4 \\ xy = 1 \end{cases}$ starting from $(x_0, y_0) = (1.5, 1.5)$."
505,Find the matrix $A$ such that $A^3 = \begin{pmatrix} 8 & 0 \\ 0 & 27 \end{pmatrix}$.
506,"Solve the matrix equation $AX - XB = C$ where $A = \begin{pmatrix} 1 & 2 \\ 0 & 3 \end{pmatrix}$, $B = \begin{pmatrix} 4 & 0 \\ 0 & 5 \end{pmatrix}$, $C = \begin{pmatrix} 1 & 1 \\ 1 & 1 \end{pmatrix}$."
507,Find the principal component analysis (PCA) of the data matrix $X = \begin{pmatrix} 1 & 2 \\ 3 & 4 \\ 5 & 6 \end{pmatrix}$.
508,Use the bisection method to find the smallest positive eigenvalue of $A = \begin{pmatrix} 2 & -1 & 0 \\ -1 & 2 & -1 \\ 0 & -1 & 2 \end{pmatrix}$.
509,Find the matrix square root of $A = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix}$ using the Denman-Beavers iteration.
510,"Solve the generalized Sylvester equation $AXB + CXD = E$ where all matrices are $2 \times 2$ with $A = I$, $B = I$, $C = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$, $D = I$, $E = \begin{pmatrix} 1 & 1 \\ 1 & 1 \end{pmatrix}$."
511,Find the eigenvalues of the Toeplitz matrix $T = \begin{pmatrix} 1 & 2 & 3 \\ 2 & 1 & 2 \\ 3 & 2 & 1 \end{pmatrix}$.
512,Use the Rayleigh quotient iteration to find an eigenvalue of $A = \begin{pmatrix} 3 & 1 \\ 1 & 2 \end{pmatrix}$ starting with $x_0 = \begin{pmatrix} 1 \\ 1 \end{pmatrix}$.
513,Find the Schur decomposition of $A = \begin{pmatrix} 1 & 2 \\ 0 & 3 \end{pmatrix}$.
514,"Solve the discrete algebraic Riccati equation $X = A^T X A - A^T X B(R + B^T X B)^{-1} B^T X A + Q$ where $A = \begin{pmatrix} 1.1 & 0.1 \\ 0 & 0.9 \end{pmatrix}$, $B = \begin{pmatrix} 1 \\ 1 \end{pmatrix}$, $Q = I$, $R = 1$."
515,Find the generalized singular value decomposition (GSVD) of matrices $A = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix}$ and $B = \begin{pmatrix} 2 & 0 \\ 0 & 1 \end{pmatrix}$.
516,Use the Levenberg-Marquardt algorithm to solve the nonlinear least squares problem $\min \|F(x)\|^2$ where $F(x) = \begin{pmatrix} x_1^2 + x_2^2 - 1 \\ x_1 - x_2 \end{pmatrix}$ starting from $x_0 = \begin{pmatrix} 0.5 \\ 0.5 \end{pmatrix}$.
517,Find the matrix sign function of $A = \begin{pmatrix} 2 & 1 \\ 0 & -1 \end{pmatrix}$.
518,"Solve the continuous-time algebraic Riccati equation $A^T X + XA - XBR^{-1}B^T X + Q = 0$ where $A = \begin{pmatrix} 0 & 1 \\ -2 & -3 \end{pmatrix}$, $B = \begin{pmatrix} 0 \\ 1 \end{pmatrix}$, $Q = I$, $R = 1$."
519,Find the Kronecker product $A \otimes B$ where $A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix}$ and $B = \begin{pmatrix} 0 & 5 \\ 6 & 7 \end{pmatrix}$.
520,Use the implicitly restarted Arnoldi method to find the largest eigenvalue of $A = \begin{pmatrix} 4 & 1 & 0 & 0 \\ 1 & 4 & 1 & 0 \\ 0 & 1 & 4 & 1 \\ 0 & 0 & 1 & 4 \end{pmatrix}$.
521,Find the matrix exponential of $A = \begin{pmatrix} 1 & 1 & 0 \\ 0 & 1 & 1 \\ 0 & 0 & 1 \end{pmatrix}$ using the Jordan canonical form.
522,Solve the linear matrix inequality $A^T X + XA + Q \preceq 0$ where $A = \begin{pmatrix} -1 & 1 \\ 0 & -2 \end{pmatrix}$ and $Q = I$.
523,Find the Drazin inverse of $A = \begin{pmatrix} 1 & 0 & 0 \\ 0 & 0 & 1 \\ 0 & 0 & 0 \end{pmatrix}$.
524,Use the cyclic reduction method to solve the tridiagonal system $\begin{pmatrix} 2 & -1 & 0 & 0 \\ -1 & 2 & -1 & 0 \\ 0 & -1 & 2 & -1 \\ 0 & 0 & -1 & 2 \end{pmatrix} \begin{pmatrix} x_1 \\ x_2 \\ x_3 \\ x_4 \end{pmatrix} = \begin{pmatrix} 1 \\ 0 \\ 0 \\ 1 \end{pmatrix}$.
525,Find the numerical range (field of values) of $A = \begin{pmatrix} 0 & 1 \\ 0 & 0 \end{pmatrix}$.
526,"Solve the Stein equation $AXB - X + C = 0$ where $A = \begin{pmatrix} 0.5 & 0 \\ 0 & 0.8 \end{pmatrix}$, $B = \begin{pmatrix} 0.6 & 0 \\ 0 & 0.7 \end{pmatrix}$, $C = \begin{pmatrix} 1 & 1 \\ 1 & 1 \end{pmatrix}$."
527,Find the eigenvalues of the pentadiagonal matrix $P = \begin{pmatrix} 1 & 2 & 1 & 0 & 0 \\ 2 & 1 & 2 & 1 & 0 \\ 1 & 2 & 1 & 2 & 1 \\ 0 & 1 & 2 & 1 & 2 \\ 0 & 0 & 1 & 2 & 1 \end{pmatrix}$.
528,Use the Padé approximation to compute $e^A$ where $A = \begin{pmatrix} 0.1 & 0.05 \\ 0.05 & 0.1 \end{pmatrix}$.
529,Solve the matrix equation $X^2 = A$ where $A = \begin{pmatrix} 4 & 0 \\ 0 & 9 \end{pmatrix}$.
530,Find the condition number of the Vandermonde matrix $V = \begin{pmatrix} 1 & 1 & 1 \\ 1 & 2 & 3 \\ 1 & 4 & 9 \end{pmatrix}$.
531,"Use the block LU decomposition to factor $A = \begin{pmatrix} A_{11} & A_{12} \\ A_{21} & A_{22} \end{pmatrix}$ where $A_{11} = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix}$, $A_{12} = \begin{pmatrix} 1 \\ 0 \end{pmatrix}$, $A_{21} = \begin{pmatrix} 1 & 0 \end{pmatrix}$, $A_{22} = 3$."
532,Find the eigenvalues of the Leslie matrix $L = \begin{pmatrix} 0 & 2 & 3 \\ 0.5 & 0 & 0 \\ 0 & 0.8 & 0 \end{pmatrix}$.
533,"Solve the generalized Lyapunov equation $AXE^T + EXA^T = -Q$ where $A = \begin{pmatrix} 1 & 1 \\ 0 & 2 \end{pmatrix}$, $E = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix}$, $Q = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix}$."
534,"Use the Bartels-Stewart algorithm to solve the Sylvester equation $AX - XB = C$ where $A = \begin{pmatrix} 1 & 2 \\ 0 & 3 \end{pmatrix}$, $B = \begin{pmatrix} 4 & 1 \\ 0 & 5 \end{pmatrix}$, $C = \begin{pmatrix} 1 & 1 \\ 1 & 1 \end{pmatrix}$."
535,Find the eigenvalues of the Hankel matrix $H = \begin{pmatrix} 1 & 2 & 3 \\ 2 & 3 & 4 \\ 3 & 4 & 5 \end{pmatrix}$.
536,"Solve the matrix equation $AXB + CXD = E$ where $A = I$, $B = I$, $C = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$, $D = I$, $E = \begin{pmatrix} 1 & 1 \\ 1 & 1 \end{pmatrix}$."
537,Find the spectral decomposition of the symmetric matrix $S = \begin{pmatrix} 2 & 1 & 1 \\ 1 & 2 & 1 \\ 1 & 1 & 2 \end{pmatrix}$.
538,Use the Golub-Kahan bidiagonalization to compute the SVD of $A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \\ 5 & 6 \end{pmatrix}$.
539,Find the matrix $P$ that diagonalizes $A = \begin{pmatrix} 3 & 1 & 0 \\ 1 & 3 & 1 \\ 0 & 1 & 3 \end{pmatrix}$.
540,Solve the continuous-time Lyapunov equation $AX + XA^T = -Q$ using the matrix exponential method where $A = \begin{pmatrix} -1 & 1 \\ 0 & -2 \end{pmatrix}$ and $Q = I$.
541,"Find the eigenvalues of the block matrix $M = \begin{pmatrix} A & B \\ 0 & C \end{pmatrix}$ where $A = \begin{pmatrix} 1 & 1 \\ 0 & 2 \end{pmatrix}$, $B = \begin{pmatrix} 1 \\ 1 \end{pmatrix}$, $C = 3$."
542,"Use the Schur complement to solve the linear system $\begin{pmatrix} A & B \\ C & D \end{pmatrix} \begin{pmatrix} x_1 \\ x_2 \end{pmatrix} = \begin{pmatrix} b_1 \\ b_2 \end{pmatrix}$ where $A = \begin{pmatrix} 2 & 1 \\ 1 & 3 \end{pmatrix}$, $B = \begin{pmatrix} 1 \\ 2 \end{pmatrix}$, $C = \begin{pmatrix} 1 & 2 \end{pmatrix}$, $D = 4$, $b_1 = \begin{pmatrix} 1 \\ 2 \end{pmatrix}$, $b_2 = 3$."
543,Find the minimal polynomial of the companion matrix $C = \begin{pmatrix} 0 & 0 & 0 & -6 \\ 1 & 0 & 0 & -11 \\ 0 & 1 & 0 & -6 \\ 0 & 0 & 1 & -1 \end{pmatrix}$.
544,"Solve the matrix Riccati differential equation $\frac{dX}{dt} = AX + XB + XCX - D$ where $A = \begin{pmatrix} 1 & 0 \\ 0 & 2 \end{pmatrix}$, $B = \begin{pmatrix} 3 & 0 \\ 0 & 4 \end{pmatrix}$, $C = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix}$, $D = \begin{pmatrix} 1 & 0 \\ 0 & 1 \end{pmatrix}$."
545,Find the eigenvalues of the anti-symmetric matrix $A = \begin{pmatrix} 0 & 1 & 2 \\ -1 & 0 & 3 \\ -2 & -3 & 0 \end{pmatrix}$.
546,"Use the Woodbury matrix identity to compute $(A + UCV^T)^{-1}$ where $A = I$, $U = \begin{pmatrix} 1 \\ 2 \\ 3 \end{pmatrix}$, $C = 2$, $V^T = \begin{pmatrix} 1 & 1 & 1 \end{pmatrix}$."
547,Find the eigenvalues of the doubly stochastic matrix $P = \begin{pmatrix} 0.3 & 0.4 & 0.3 \\ 0.2 & 0.3 & 0.5 \\ 0.5 & 0.3 & 0.2 \end{pmatrix}$.
548,Solve the generalized eigenvalue problem using the QZ algorithm for $A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix}$ and $B = \begin{pmatrix} 2 & 1 \\ 1 & 2 \end{pmatrix}$.
549,Find the matrix $X$ that minimizes $\|AX - B\|_F^2$ where $A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \\ 5 & 6 \end{pmatrix}$ and $B = \begin{pmatrix} 1 & 0 \\ 0 & 1 \\ 1 & 1 \end{pmatrix}$.
550,Find the eigenvalues of the persymmetric matrix $P = \begin{pmatrix} 1 & 2 & 3 & 4 \\ 2 & 5 & 6 & 3 \\ 3 & 6 & 5 & 2 \\ 4 & 3 & 2 & 1 \end{pmatrix}$.
551,Compute the matrix product $AB$ where $A = \begin{pmatrix} 2 & -1 \\ 3 & 4 \end{pmatrix}$ and $B = \begin{pmatrix} 1 & 2 \\ -1 & 3 \end{pmatrix}$.
552,Find the determinant of $A = \begin{pmatrix} 3 & 2 & 1 \\ 0 & 4 & 2 \\ 1 & -1 & 3 \end{pmatrix}$.
553,Solve the system $\begin{pmatrix} 2 & 1 \\ 1 & 3 \end{pmatrix} \begin{pmatrix} x \\ y \end{pmatrix} = \begin{pmatrix} 5 \\ 7 \end{pmatrix}$ using Cramer's rule.
554, Find the inverse of $A = \begin{pmatrix} 1 & 2 \\ 3 & 4 \end{pmatrix}$.
555,Compute the eigenvalues of $A = \begin{pmatrix} 3 & 1 \\ 0 & 2 \end{pmatrix}$.
556,Perform LU decomposition on $A = \begin{pmatrix} 2 & 1 \\ 4 & 3 \end{pmatrix}$.
557, Calculate the 1-norm of vector $v = \begin{pmatrix} 3 \\ -4 \\ 2 \end{pmatrix}$.
558, Find the rank of $A = \begin{pmatrix} 1 & 2 & 3 \\ 2 & 4 & 6 \\ 1 & 1 & 2 \end{pmatrix}$.
559, Solve $Ax = b$ where $A = \begin{pmatrix} 1 & 1 \\ 2 & 3 \end{pmatrix}$ and $b = \begin{pmatrix} 3 \\ 8 \end{pmatrix}$ using Gaussian elimination.
